station_id,timestamp,datetime_raw,stt,vn_aqi,pm25_obs,pm10_obs,o3_obs,so2_obs,co_obs,no2_obs
HN_NC,2025-12-30 05:00:00,05:00 30/12/2025,8665,109,109,67,2.0,8.0,6.0,3.0
HN_NC,2025-12-30 06:00:00,06:00 30/12/2025,8666,117,117,67,2.0,7.0,7.0,4.0
HN_NC,2025-12-30 07:00:00,07:00 30/12/2025,8667,126,126,69,2.0,7.0,8.0,4.0
HN_NC,2025-12-30 08:00:00,08:00 30/12/2025,8668,125,125,68,1.0,6.0,11.0,4.0
HN_NC,2025-12-30 09:00:00,09:00 30/12/2025,8669,120,120,67,1.0,6.0,16.0,4.0
HN_NC,2025-12-30 10:00:00,10:00 30/12/2025,8670,113,113,66,2.0,10.0,12.0,6.0
HN_NC,2025-12-30 11:00:00,11:00 30/12/2025,8671,111,111,67,2.0,11.0,11.0,6.0
HN_NC,2025-12-30 12:00:00,12:00 30/12/2025,8672,110,110,67,2.0,9.0,9.0,7.0
HN_NC,2025-12-30 13:00:00,13:00 30/12/2025,8673,107,107,66,3.0,6.0,6.0,6.0
HN_NC,2025-12-30 14:00:00,14:00 30/12/2025,8674,100,100,65,5.0,4.0,7.0,4.0
HN_NC,2025-12-30 15:00:00,15:00 30/12/2025,8675,91,91,63,5.0,4.0,7.0,3.0
HN_NC,2025-12-30 16:00:00,16:00 30/12/2025,8676,80,80,60,5.0,3.0,6.0,3.0
HN_NC,2025-12-30 17:00:00,17:00 30/12/2025,8677,79,79,60,5.0,4.0,9.0,3.0
HN_NC,2025-12-30 18:00:00,18:00 30/12/2025,8678,77,77,58,4.0,3.0,10.0,4.0
HN_NC,2025-12-30 19:00:00,19:00 30/12/2025,8679,80,80,58,2.0,3.0,11.0,5.0
HN_NC,2025-12-30 20:00:00,20:00 30/12/2025,8680,78,78,58,3.0,3.0,8.0,5.0
HN_NC,2025-12-30 21:00:00,21:00 30/12/2025,8681,74,74,57,2.0,2.0,9.0,5.0
HN_NC,2025-12-30 22:00:00,22:00 30/12/2025,8682,70,70,56,1.0,3.0,10.0,6.0
HN_NC,2025-12-30 23:00:00,23:00 30/12/2025,8683,72,72,55,2.0,3.0,9.0,6.0
HN_NC,2025-12-31 00:00:00,00:00 31/12/2025,8684,78,78,56,2.0,4.0,7.0,5.0
HN_NC,2025-12-31 01:00:00,01:00 31/12/2025,8685,83,83,57,2.0,4.0,6.0,4.0
HN_NC,2025-12-31 02:00:00,02:00 31/12/2025,8686,90,90,58,2.0,3.0,5.0,3.0
HN_NC,2025-12-31 03:00:00,03:00 31/12/2025,8687,91,91,57,2.0,2.0,5.0,3.0
HN_NC,2025-12-31 04:00:00,04:00 31/12/2025,8688,89,89,57,4.0,3.0,5.0,2.0
HN_NC,2025-12-31 05:00:00,05:00 31/12/2025,8689,90,90,56,4.0,3.0,5.0,2.0
HN_NC,2025-12-31 06:00:00,06:00 31/12/2025,8690,91,91,56,3.0,3.0,7.0,3.0
HN_NC,2025-12-31 07:00:00,07:00 31/12/2025,8691,93,93,56,2.0,2.0,6.0,4.0
HN_NC,2025-12-31 08:00:00,08:00 31/12/2025,8692,89,89,56,3.0,2.0,10.0,3.0
HN_NC,2025-12-31 09:00:00,09:00 31/12/2025,8693,83,83,56,3.0,2.0,9.0,3.0
HN_NC,2025-12-31 10:00:00,10:00 31/12/2025,8694,79,79,55,2.0,2.0,11.0,4.0
HN_NC,2025-12-31 11:00:00,11:00 31/12/2025,8695,78,78,55,3.0,3.0,7.0,4.0
HN_NC,2025-12-31 12:00:00,12:00 31/12/2025,8696,80,80,56,4.0,3.0,7.0,4.0
HN_NC,2025-12-31 13:00:00,13:00 31/12/2025,8697,79,79,56,2.0,3.0,13.0,4.0
HN_NC,2025-12-31 14:00:00,14:00 31/12/2025,8698,78,78,56,4.0,2.0,6.0,4.0
HN_NC,2025-12-31 15:00:00,15:00 31/12/2025,8699,73,73,55,5.0,2.0,6.0,2.0
HN_NC,2025-12-31 16:00:00,16:00 31/12/2025,8700,67,67,55,6.0,2.0,7.0,3.0
HN_NC,2025-12-31 17:00:00,17:00 31/12/2025,8701,63,63,55,4.0,2.0,9.0,3.0
HN_NC,2025-12-31 18:00:00,18:00 31/12/2025,8702,63,63,54,6.0,2.0,7.0,3.0
HN_NC,2025-12-31 19:00:00,19:00 31/12/2025,8703,67,67,54,4.0,2.0,11.0,3.0
HN_NC,2025-12-31 20:00:00,20:00 31/12/2025,8704,67,67,54,3.0,2.0,9.0,4.0
HN_NC,2025-12-31 21:00:00,21:00 31/12/2025,8705,65,65,54,3.0,2.0,8.0,5.0
HN_NC,2025-12-31 22:00:00,22:00 31/12/2025,8706,62,62,54,3.0,2.0,10.0,5.0
HN_NC,2025-12-31 23:00:00,23:00 31/12/2025,8707,62,62,54,3.0,2.0,6.0,5.0
